screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
MasonDorrbecker,Mason Dorrbecker,804781751642062848,1278446295217311744,/MasonDorrbecker/status/1278446295217311744,2020-07-01 21:52:03,1593640323,It's been circulating Facebook for the last week or so.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It's been circulating Facebook for the last week or so.</p>",[],[],False,[],,0,0,0,False,True,1278370279484305410,"[{'screen_name': 'fjw09080', 'user_id': '3323656342'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
MasonDorrbecker,Mason Dorrbecker,804781751642062848,1278446029805883392,/MasonDorrbecker/status/1278446029805883392,2020-07-01 21:51:00,1593640260,You clearly are.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You clearly are.</p>",[],[],False,[],,0,0,0,False,True,1278395697021087745,"[{'screen_name': 'DavidLe03181241', 'user_id': '1266716847531085824'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
ChristineMO1957,Christine O,1014160535779233792,1278445897630789644,/ChristineMO1957/status/1278445897630789644,2020-07-01 21:50:29,1593640229,Glad you’re back on the job,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Glad you’re back on the job</p>",[],[],False,[],,0,0,0,False,True,1278428487565664259,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}, {'screen_name': 'greta', 'user_id': '16031927'}]"
johnhummel,John Hummel,14206607,1278444512499695619,/johnhummel/status/1278444512499695619,2020-07-01 21:44:58,1593639898,"When someone has to lie to make a point, it says more about how weak they are. So when I see “Did you know this person disrespected MURICA” - usually they’re lying or have been lied to. People should use that as a rule of thumb.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">When someone has to lie to make a point, it says more about how weak they are. So when I see “Did you know this person disrespected MURICA” - usually they’re lying or have been lied to. People should use that as a rule of thumb.</p>",[],[],False,[],,0,0,0,False,True,1278440743879667712,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}, {'screen_name': 'PolitiFactWisc', 'user_id': '186045114'}]"
amy_hollyfield,Amy Hollyfield,165885518,1278444441737576449,/amy_hollyfield/status/1278444441737576449,2020-07-01 21:44:41,1593639881,"Before you watch @HamiltonMusical, get a read on the truth behind it from @PolitiFact https://www.politifact.com/article/2020/jul/01/fact-checking-hamilton-musical/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Before you watch <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2863488598"" dir=""ltr"" href=""/HamiltonMusical""><s>@</s><b>HamiltonMusical</b></a>, get a read on the truth behind it from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8953122"" dir=""ltr"" href=""/PolitiFact""><s>@</s><b><strong>PolitiFact</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.politifact.com/article/2020/jul/01/fact-checking-hamilton-musical/"" dir=""ltr"" href=""https://t.co/VacY52g2Rh"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.politifact.com/article/2020/jul/01/fact-checking-hamilton-musical/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">politifact.com/article/2020/j</span><span class=""invisible"">ul/01/fact-checking-hamilton-musical/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.politifact.com/article/2020/jul/01/fact-checking-hamilton-musical/'],[],False,[],,2,2,0,False,False,,[]
ed_alca,Doc_Ed A.,4541424201,1278444153584660489,/ed_alca/status/1278444153584660489,2020-07-01 21:43:33,1593639813,@PolitiFact is a Pulitzer award winning fact finding site and your guy is known for committing MEDICARE fraud,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8953122"" dir=""ltr"" href=""/PolitiFact""><s>@</s><b><strong>PolitiFact</strong></b></a> is a Pulitzer award winning fact finding site and your guy is known for committing MEDICARE fraud</p>",[],[],False,[],,0,0,0,False,True,1278429949326655491,"[{'screen_name': 'ChrisHartline', 'user_id': '294401385'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}, {'screen_name': 'AmySherman1', 'user_id': '305624398'}]"
PolitiFact,PolitiFact,8953122,1278440743879667712,/PolitiFact/status/1278440743879667712,2020-07-01 21:30:00,1593639000,A viral Facebook post claimed Gov. Tony Evers “removed the American flag from the Capitol building.” @PolitiFactWisc researched the origin of the photo presented as proof and rated the claim Pants on Fire!https://bit.ly/2D0g6qE ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A viral Facebook post claimed Gov. Tony Evers “removed the American flag from the Capitol building.” <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""186045114"" dir=""ltr"" href=""/PolitiFactWisc""><s>@</s><b>PolitiFactWisc</b></a> researched the origin of the photo presented as proof and rated the claim Pants on Fire!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bit.ly/2D0g6qE"" dir=""ltr"" href=""https://t.co/8SPNSl0rJU"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2D0g6qE""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2D0g6qE</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://bit.ly/2D0g6qE'],[],False,[],,61,35,1,True,False,,[]
billdmccarthy,Bill McCarthy,866860504203046914,1278433071474360322,/billdmccarthy/status/1278433071474360322,2020-07-01 20:59:31,1593637171,"Who lives, who dies, who fact-checks your story? I fact-checked @HamiltonMusical for @PolitiFact and probably re-memorized every song in the process. http://bit.ly/2VEG4GJ pic.twitter.com/em2bAi8a1R","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Who lives, who dies, who fact-checks your story? I fact-checked <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2863488598"" dir=""ltr"" href=""/HamiltonMusical""><s>@</s><b>HamiltonMusical</b></a> for <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8953122"" dir=""ltr"" href=""/PolitiFact""><s>@</s><b><strong>PolitiFact</strong></b></a> and probably re-memorized every song in the process. <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2VEG4GJ"" dir=""ltr"" href=""https://t.co/J4C81bysyG"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2VEG4GJ""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2VEG4GJ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/em2bAi8a1R"">pic.twitter.com/em2bAi8a1R</a></p>",['http://bit.ly/2VEG4GJ'],[],True,['https://pbs.twimg.com/media/Eb3nsSUX0AEsVL9.jpg'],,8,2,0,False,False,,[]
BethanyYosemite,BethanyW.MT,483614272,1278432363794571270,/BethanyYosemite/status/1278432363794571270,2020-07-01 20:56:42,1593637002,"@SenRickScott is a welfare fraud criminal, why interview someone with so little integrity?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""131546062"" dir=""ltr"" href=""/SenRickScott""><s>@</s><b>SenRickScott</b></a> is a welfare fraud criminal, why interview someone with so little integrity?</p>",[],[],False,[],,1,0,0,False,True,1278428487565664259,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}, {'screen_name': 'greta', 'user_id': '16031927'}]"
andreagail_k,Kelley,318353782,1278113425852256256,/andreagail_k/status/1278113425852256256,2020-06-30 23:49:21,1593560961,"“Mask not what your country can do for you – Mask what you can do for your country,” 

JFK’s inaugural address inspired children and adults to see the importance of civic action & public service.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">“Mask not what your country can do for you – Mask what you can do for your country,” 
<img alt=""😷"" aria-label=""Emoji: Face with medical mask"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f637.png"" title=""Face with medical mask""/><img alt=""❣️"" aria-label=""Emoji: Heart exclamation"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""Heart exclamation""/>
JFK’s inaugural address inspired children and adults to see the importance of civic action &amp; public service.</p>",[],[],False,[],,0,0,0,False,True,1278112329670856704,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
inryji,¯\_(ツ)_/¯,51258710,1278107321001021442,/inryji/status/1278107321001021442,2020-06-30 23:25:06,1593559506,https://tanks-alot.co.uk/military-vehicles-for-sale/ …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://tanks-alot.co.uk/military-vehicles-for-sale/"" dir=""ltr"" href=""https://t.co/Bdj0YzsIM9"" rel=""nofollow noopener"" target=""_blank"" title=""https://tanks-alot.co.uk/military-vehicles-for-sale/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">tanks-alot.co.uk/military-vehic</span><span class=""invisible"">les-for-sale/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://tanks-alot.co.uk/military-vehicles-for-sale/'],[],False,[],,0,0,0,False,True,1277964606263005188,"[{'screen_name': 'OldSmokeEater', 'user_id': '2419490179'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
inryji,¯\_(ツ)_/¯,51258710,1278106421209554944,/inryji/status/1278106421209554944,2020-06-30 23:21:31,1593559291,Whataboutism is exactly what your first post was.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Whataboutism is exactly what your first post was.<img alt=""🤔"" aria-label=""Emoji: Thinking face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" title=""Thinking face""/></p>",[],[],False,[],,0,0,1,True,True,1277964606263005188,"[{'screen_name': 'johnhummel', 'user_id': '14206607'}, {'screen_name': 'MatthewSchw', 'user_id': '310781339'}]"
MasonDorrbecker,Mason Dorrbecker,804781751642062848,1278103991134703617,/MasonDorrbecker/status/1278103991134703617,2020-06-30 23:11:52,1593558712,You're just mad they won't kowtow to your delusion.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You're just mad they won't kowtow to your delusion.</p>",[],[],False,[],,0,0,1,True,True,1278082473725919233,"[{'screen_name': 'DisaffectedI', 'user_id': '1263260365187616769'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
inryji,¯\_(ツ)_/¯,51258710,1278103373519224832,/inryji/status/1278103373519224832,2020-06-30 23:09:24,1593558564,"""allowing Russia to pay the taliban to murder our troops""

http://www.nbcnews.com/id/39014669/ns/world_news-south_and_central_asia/t/report-iran-pays-each-us-soldier-killed-taliban/#.XvvFtOcpCHs …

This was in 2010.  Obama's response was to give Iran billions of dollar in cash.  Your response?

""sincere ignorance and conscientious stupidity""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""allowing Russia to pay the taliban to murder our troops""

<a class=""twitter-timeline-link"" data-expanded-url=""http://www.nbcnews.com/id/39014669/ns/world_news-south_and_central_asia/t/report-iran-pays-each-us-soldier-killed-taliban/#.XvvFtOcpCHs"" dir=""ltr"" href=""https://t.co/3yrhflPXDP"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.nbcnews.com/id/39014669/ns/world_news-south_and_central_asia/t/report-iran-pays-each-us-soldier-killed-taliban/#.XvvFtOcpCHs""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">nbcnews.com/id/39014669/ns</span><span class=""invisible"">/world_news-south_and_central_asia/t/report-iran-pays-each-us-soldier-killed-taliban/#.XvvFtOcpCHs</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

This was in 2010.  Obama's response was to give Iran billions of dollar in cash.  Your response?

""sincere ignorance and conscientious stupidity""</p>",['http://www.nbcnews.com/id/39014669/ns/world_news-south_and_central_asia/t/report-iran-pays-each-us-soldier-killed-taliban/#.XvvFtOcpCHs'],[],False,[],,0,0,0,False,True,1277964606263005188,"[{'screen_name': 'RubeyRoo', 'user_id': '243895685'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
ausrules,Robert Weinstein,27558883,1278100753412960258,/ausrules/status/1278100753412960258,2020-06-30 22:59:00,1593557940,"This is Mistly False cause Biden never talked about schools as a racial jungle. Biden talked about neighborhoods, housing. The so called quote is not remotely correct. Rating: Mostly False","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This is Mistly False cause Biden never talked about schools as a racial jungle. Biden talked about neighborhoods, housing. The so called quote is not remotely correct. Rating: Mostly False</p>",[],[],False,[],,0,0,0,False,True,1278067031334666241,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
PWLTpodcast,Jeremy Collins of PodcastsWeListenTo™,794369722993152001,1278100655429824517,/PWLTpodcast/status/1278100655429824517,2020-06-30 22:58:36,1593557916,"LOL! For you to call me ignorant and say I need education, without having met me, speaks volumes. But carry on. I don’t need you to validate me.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">LOL! For you to call me ignorant and say I need education, without having met me, speaks volumes. But carry on. I don’t need you to validate me.</p>",[],[],False,[],,0,0,0,False,True,1276571628898566147,"[{'screen_name': 'DennisH59386592', 'user_id': '837713562609061889'}, {'screen_name': 'SmileDayDream1', 'user_id': '1163061822246871042'}]"
